Date,Partners,OA,Transactions,Transactions Delivered
2024-03-07,SYNIVERSE,EASTWESTBN,5.00000000,5.00000000
2024-03-09,SYNIVERSE,HELLOYO,9.00000000,9.00000000
2024-03-30,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-12,SYNIVERSE,ICARD,5.00000000,5.00000000
2024-03-09,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-08,SYNIVERSE,BIGO,94.00000000,94.00000000
2024-03-14,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-15,SYNIVERSE,HELLOYO,8.00000000,8.00000000
2024-03-16,SYNIVERSE,BIGO,133.00000000,133.00000000
2024-03-12,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-07,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-15,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-16,SYNIVERSE,FACEBOOK,131.00000000,131.00000000
2024-03-16,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-17,SYNIVERSE,HELLOYO,10.00000000,10.00000000
2024-03-17,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-10,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-18,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-18,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-14,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-15,SYNIVERSE,WHATSAPP,89.00000000,89.00000000
2024-03-19,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-19,SYNIVERSE,WHATSAPP,350.00000000,350.00000000
2024-03-18,SYNIVERSE,FACEBOOK,107.00000000,107.00000000
2024-03-19,SYNIVERSE,FACEBOOK,330.00000000,330.00000000
2024-03-17,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-13,SYNIVERSE,1XBET.COM,1342.00000000,1342.00000000
2024-03-13,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-14,SYNIVERSE,ICARD,6.00000000,6.00000000
2024-03-17,SYNIVERSE,FACEBOOK,158.00000000,158.00000000
2024-03-17,SYNIVERSE,WHATSAPP,156.00000000,156.00000000
2024-03-12,SYNIVERSE,BIGO,100.00000000,100.00000000
2024-03-12,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-17,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-18,SYNIVERSE,EASTWESTBN,4.00000000,4.00000000
2024-03-23,SYNIVERSE,HELLOYO,8.00000000,8.00000000
2024-03-23,SYNIVERSE,WHATSAPP,5.00000000,5.00000000
2024-03-24,SYNIVERSE,BIGO,121.00000000,121.00000000
2024-03-25,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-26,SYNIVERSE,BIGO,102.00000000,102.00000000
2024-03-20,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-21,SYNIVERSE,WHATSAPP,32.00000000,32.00000000
2024-03-20,SYNIVERSE,LINE,118.00000000,118.00000000
2024-03-19,SYNIVERSE,LINE,145.00000000,145.00000000
2024-03-20,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-15,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-17,SYNIVERSE,LINE,.00000000,.00000000
2024-03-11,SYNIVERSE,HELLOYO,9.00000000,9.00000000
2024-03-20,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-21,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-20,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-21,SYNIVERSE,HELLOYO,9.00000000,9.00000000
2024-03-21,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-21,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-19,SYNIVERSE,LINE,.00000000,.00000000
2024-03-18,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-19,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-12,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-12,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-20,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-14,SYNIVERSE,EASTWESTBN,5.00000000,5.00000000
2024-03-26,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-21,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-22,SYNIVERSE,FACEBOOK,595.00000000,595.00000000
2024-03-22,SYNIVERSE,LIKEE,3.00000000,3.00000000
2024-03-22,SYNIVERSE,LINE,.00000000,.00000000
2024-03-16,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-21,SYNIVERSE,LIKEE,4.00000000,4.00000000
2024-03-21,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-18,SYNIVERSE,ICARD,2.00000000,2.00000000
2024-03-18,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-19,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-13,SYNIVERSE,EASTWESTBN,10.00000000,10.00000000
2024-03-13,SYNIVERSE,HELLOYO,10.00000000,10.00000000
2024-03-13,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-14,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-14,SYNIVERSE,HELLOYO,7.00000000,7.00000000
2024-03-15,SYNIVERSE,FACEBOOK,105.00000000,105.00000000
2024-03-15,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-15,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-19,SYNIVERSE,BIGO,125.00000000,125.00000000
2024-03-19,SYNIVERSE,HELLOYO,11.00000000,11.00000000
2024-03-16,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-10,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-12,SYNIVERSE,WHATSAPP,10.00000000,10.00000000
2024-03-22,SYNIVERSE,HELLOYO,13.00000000,13.00000000
2024-03-24,SYNIVERSE,FACEBOOK,340.00000000,340.00000000
2024-03-24,SYNIVERSE,HELLOYO,7.00000000,7.00000000
2024-03-23,SYNIVERSE,BIGO,120.00000000,120.00000000
2024-03-22,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-20,SYNIVERSE,BIGO,145.00000000,145.00000000
2024-03-20,SYNIVERSE,ICARD,14.00000000,14.00000000
2024-03-20,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-20,SYNIVERSE,FACEBOOK,663.00000000,663.00000000
2024-03-21,SYNIVERSE,FACEBOOK,781.00000000,781.00000000
2024-03-12,SYNIVERSE,HELLOYO,7.00000000,7.00000000
2024-03-13,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-20,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-13,SYNIVERSE,1XBET.COM,.00000000,.00000000
2024-03-13,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-26,SYNIVERSE,EASTWESTBN,6.00000000,6.00000000
2024-03-27,SYNIVERSE,WHATSAPP,37.00000000,37.00000000
2024-03-27,SYNIVERSE,CITIBANKSG,.00000000,.00000000
2024-03-25,SYNIVERSE,EASTWESTBN,1.00000000,1.00000000
2024-03-25,SYNIVERSE,HELLOYO,10.00000000,10.00000000
2024-03-23,SYNIVERSE,LIKEE,3.00000000,3.00000000
2024-03-13,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-18,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-18,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-25,CM.COM,ALIPAY,321.00000000,321.00000000
2024-03-25,CM.COM,KOHLER,2.00000000,2.00000000
2024-03-25,CM.COM,LAZADA,123.00000000,123.00000000
2024-03-21,CM.COM,NOVAKID,.00000000,.00000000
2024-03-23,CM.COM,PHONE CODE,12.00000000,12.00000000
2024-03-30,CM.COM,HUAWEI,.00000000,.00000000
2024-03-29,CM.COM,PHONE CODE,19.00000000,19.00000000
2024-03-01,CM.COM,ALIPAY,102.00000000,102.00000000
2024-03-01,CM.COM,CHONRY,25.00000000,25.00000000
2024-03-01,CM.COM,LUCKIN,22.00000000,22.00000000
2024-03-01,CM.COM,TABLECHECK,19.00000000,19.00000000
2024-03-01,CM.COM,ALIRICH,7.00000000,7.00000000
2024-03-01,CM.COM,CHONRY,.00000000,.00000000
2024-03-01,CM.COM,P2P(HK),.00000000,.00000000
2024-03-01,CM.COM,P2P(HK),1.00000000,1.00000000
2024-03-01,CM.COM,KOHLER,.00000000,.00000000
2024-03-01,CM.COM,PHONE CODE,13.00000000,13.00000000
2024-03-01,CM.COM,PHONE CODE,.00000000,.00000000
2024-03-01,CM.COM,HUAWEI,73.00000000,73.00000000
2024-03-01,CM.COM,LUCKIN,.00000000,.00000000
2024-03-02,CM.COM,SAUDIA,2.00000000,2.00000000
2024-03-02,CM.COM,ALIRICH,.00000000,.00000000
2024-03-02,CM.COM,TABLECHECK,31.00000000,31.00000000
2024-03-02,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-02,CM.COM,CHONRY,.00000000,.00000000
2024-03-02,CM.COM,STC,2.00000000,2.00000000
2024-03-02,CM.COM,LUCKIN,19.00000000,19.00000000
2024-03-02,CM.COM,ALFURSAN,.00000000,.00000000
2024-03-02,CM.COM,ALIPAY,110.00000000,110.00000000
2024-03-02,CM.COM,ALIRICH,6.00000000,6.00000000
2024-03-03,CM.COM,CHONRY,34.00000000,34.00000000
2024-03-03,CM.COM,PHONE CODE,55.00000000,55.00000000
2024-03-03,CM.COM,ALIRICH,10.00000000,10.00000000
2024-03-03,CM.COM,HUAWEI,48.00000000,48.00000000
2024-03-03,CM.COM,TABLECHECK,12.00000000,12.00000000
2024-03-01,CM.COM,ALIPAY,.00000000,.00000000
2024-03-01,CM.COM,ALIRICH,.00000000,.00000000
2024-03-02,CM.COM,STC,.00000000,.00000000
2024-03-02,CM.COM,CHONRY,37.00000000,37.00000000
2024-03-02,CM.COM,HUAWEI,67.00000000,67.00000000
2024-03-02,CM.COM,ALFURSAN,1.00000000,1.00000000
2024-03-02,CM.COM,FWD,.00000000,.00000000
2024-03-02,CM.COM,JEDCO,.00000000,.00000000
2024-03-02,CM.COM,PHONE CODE,.00000000,.00000000
2024-03-02,CM.COM,SAUDIA,.00000000,.00000000
2024-03-02,CM.COM,FWD,5.00000000,5.00000000
2024-03-02,CM.COM,PHONE CODE,38.00000000,38.00000000
2024-03-02,CM.COM,ALIPAY,.00000000,.00000000
2024-03-01,CM.COM,HUAWEI,.00000000,.00000000
2024-03-01,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-01,CM.COM,KOHLER,2.00000000,2.00000000
2024-03-02,CM.COM,HUAWEI,.00000000,.00000000
2024-03-02,CM.COM,JEDCO,2.00000000,2.00000000
2024-03-02,CM.COM,LUCKIN,.00000000,.00000000
2024-03-04,CM.COM,CHONRY,.00000000,.00000000
2024-03-03,CM.COM,ALIRICH,.00000000,.00000000
2024-03-04,CM.COM,ALIPAY,67.00000000,67.00000000
2024-03-04,CM.COM,CHONRY,24.00000000,24.00000000
2024-03-04,CM.COM,KOHLER,1.00000000,1.00000000
2024-03-04,CM.COM,HUAWEI,.00000000,.00000000
2024-03-04,CM.COM,HUAWEI,77.00000000,77.00000000
2024-03-05,CM.COM,ALIRICH,9.00000000,9.00000000
2024-03-03,CM.COM,HUAWEI,.00000000,.00000000
2024-03-03,CM.COM,PHONE CODE,.00000000,.00000000
2024-03-03,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-04,CM.COM,X,1.00000000,1.00000000
2024-03-05,CM.COM,KOHLER,.00000000,.00000000
2024-03-06,CM.COM,CHONRY,85.00000000,85.00000000
2024-03-06,CM.COM,HUAWEI,65.00000000,65.00000000
2024-03-04,CM.COM,ALIRICH,4.00000000,4.00000000
2024-03-04,CM.COM,TABLECHECK,20.00000000,20.00000000
2024-03-03,CM.COM,ALIPAY,81.00000000,81.00000000
2024-03-03,CM.COM,ALIPAY,.00000000,.00000000
2024-03-03,CM.COM,CHONRY,.00000000,.00000000
2024-03-06,CM.COM,LUCKIN,.00000000,.00000000
2024-03-04,CM.COM,PHONE CODE,20.00000000,20.00000000
2024-03-06,CM.COM,KOHLER,1.00000000,1.00000000
2024-03-05,CM.COM,ALIPAY,145.00000000,145.00000000
2024-03-04,CM.COM,ALIPAY,.00000000,.00000000
2024-03-04,CM.COM,KOHLER,.00000000,.00000000
2024-03-04,CM.COM,X,.00000000,.00000000
2024-03-05,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-04,CM.COM,ALIRICH,.00000000,.00000000
2024-03-05,CM.COM,HUAWEI,51.00000000,51.00000000
2024-03-07,CM.COM,PHONE CODE,18.00000000,18.00000000
2024-03-07,CM.COM,TABLECHECK,13.00000000,13.00000000
2024-03-07,CM.COM,CHONRY,.00000000,.00000000
2024-03-08,CM.COM,HUAWEI,59.00000000,59.00000000
2024-03-08,CM.COM,TABLECHECK,22.00000000,22.00000000
2024-03-09,CM.COM,ALIPAY,55.00000000,55.00000000
2024-03-09,CM.COM,HONOR,.00000000,.00000000
2024-03-07,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-05,CM.COM,ALIRICH,.00000000,.00000000
2024-03-05,CM.COM,HUAWEI,.00000000,.00000000
2024-03-06,CM.COM,PHONE CODE,23.00000000,23.00000000
2024-03-06,CM.COM,HONOR,4.00000000,4.00000000
2024-03-12,CM.COM,HUAWEI,.00000000,.00000000
2024-03-13,CM.COM,HUAWEI,51.00000000,51.00000000
2024-03-06,CM.COM,KOHLER,.00000000,.00000000
2024-03-07,CM.COM,CHONRY,37.00000000,37.00000000
2024-03-05,CM.COM,CHONRY,.00000000,.00000000
2024-03-06,CM.COM,ALIRICH,9.00000000,9.00000000
2024-03-07,CM.COM,ALIPAY,74.00000000,74.00000000
2024-03-07,CM.COM,PHONE CODE,.00000000,.00000000
2024-03-22,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-14,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-24,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-25,SYNIVERSE,BIGO,139.00000000,139.00000000
2024-03-19,SYNIVERSE,ICARD,1.00000000,1.00000000
2024-03-27,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-23,SYNIVERSE,EASTWESTBN,1.00000000,1.00000000
2024-03-15,SYNIVERSE,BIGO,182.00000000,182.00000000
2024-03-15,SYNIVERSE,ICARD,3.00000000,3.00000000
2024-03-15,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-16,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-17,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-14,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-15,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-31,SYNIVERSE,WHATSAPP,9.00000000,9.00000000
2024-03-20,SYNIVERSE,WHATSAPP,433.00000000,433.00000000
2024-03-20,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-16,SYNIVERSE,LINE,.00000000,.00000000
2024-03-17,SYNIVERSE,LINE,96.00000000,96.00000000
2024-03-17,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-18,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-23,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-23,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-24,SYNIVERSE,EASTWESTBN,4.00000000,4.00000000
2024-03-24,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-16,SYNIVERSE,WHATSAPP,425.00000000,425.00000000
2024-03-25,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-28,SYNIVERSE,EASTWESTBN,1.00000000,1.00000000
2024-03-25,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-26,SYNIVERSE,WHATSAPP,45.00000000,45.00000000
2024-03-16,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-17,SYNIVERSE,BIGO,118.00000000,118.00000000
2024-03-17,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-27,SYNIVERSE,FACEBOOK,464.00000000,464.00000000
2024-03-26,SYNIVERSE,LIKEE,2.00000000,2.00000000
2024-03-26,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-30,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-26,SYNIVERSE,WHATSAPP,.00000000,.00000000
2024-03-27,SYNIVERSE,EASTWESTBN,2.00000000,2.00000000
2024-03-28,SYNIVERSE,HELLOYO,10.00000000,10.00000000
2024-03-22,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-28,SYNIVERSE,WHATSAPP,34.00000000,34.00000000
2024-03-27,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-28,SYNIVERSE,FACEBOOK,704.00000000,704.00000000
2024-03-19,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-27,SYNIVERSE,CITIBANKSG,1.00000000,1.00000000
2024-03-18,SYNIVERSE,HELLOYO,15.00000000,15.00000000
2024-03-18,SYNIVERSE,WHATSAPP,208.00000000,208.00000000
2024-03-27,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-28,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-29,SYNIVERSE,BIGO,107.00000000,107.00000000
2024-03-28,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-19,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-21,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-22,SYNIVERSE,WHATSAPP,1.00000000,1.00000000
2024-03-28,SYNIVERSE,FACEBOOK,.00000000,.00000000
2024-03-30,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-29,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-31,SYNIVERSE,FACEBOOK,1316.00000000,1316.00000000
2024-03-01,SYNIVERSE,BIGO,119.00000000,119.00000000
2024-03-01,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-01,SYNIVERSE,HELLOYO,7.00000000,7.00000000
2024-03-01,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-01,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-01,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-02,SYNIVERSE,HELLOYO,5.00000000,5.00000000
2024-03-02,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-01,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-02,SYNIVERSE,CITIBANKSG,1.00000000,1.00000000
2024-03-02,SYNIVERSE,BIGO,123.00000000,123.00000000
2024-03-02,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-02,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-01,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-02,SYNIVERSE,EASTWESTBN,3.00000000,3.00000000
2024-03-04,SYNIVERSE,BIGO,157.00000000,157.00000000
2024-03-04,SYNIVERSE,HELLOYO,9.00000000,9.00000000
2024-03-03,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-04,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-02,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-03,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-03-02,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-02,SYNIVERSE,CITIBANKSG,.00000000,.00000000
2024-03-03,SYNIVERSE,HELLOYO,13.00000000,13.00000000
2024-03-03,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-05,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-05,SYNIVERSE,HELLOYO,9.00000000,9.00000000
2024-03-05,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-04,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-04,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-05,SYNIVERSE,EASTWESTBN,1.00000000,1.00000000
2024-03-04,SYNIVERSE,LIKEE,3.00000000,3.00000000
2024-03-04,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-03-06,SYNIVERSE,HELLOYO,.00000000,.00000000
2024-03-07,SYNIVERSE,LIKEE,4.00000000,4.00000000
2024-03-08,SYNIVERSE,BIGO,.00000000,.00000000
2024-03-08,SYNIVERSE,ICARD,.00000000,.00000000
2024-03-05,SYNIVERSE,LIKEE,.00000000,.00000000
2024-03-05,CM.COM,CHONRY,51.00000000,51.00000000
2024-03-06,CM.COM,X,1.00000000,1.00000000
2024-03-06,CM.COM,ALIRICH,.00000000,.00000000
2024-03-06,CM.COM,X,.00000000,.00000000
2024-03-07,CM.COM,HONOR,11.00000000,11.00000000
2024-03-05,CM.COM,PHONE CODE,7.00000000,7.00000000
2024-03-04,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-05,CM.COM,KOHLER,1.00000000,1.00000000
2024-03-06,CM.COM,PHONE CODE,.00000000,.00000000
2024-03-14,CM.COM,ALIPAY,72.00000000,72.00000000
2024-03-14,CM.COM,CHONRY,.00000000,.00000000
2024-03-15,CM.COM,HONOR,.00000000,.00000000
2024-03-08,CM.COM,HONOR,9.00000000,9.00000000
2024-03-08,CM.COM,HUAWEI,.00000000,.00000000
2024-03-06,CM.COM,TABLECHECK,.00000000,.00000000
2024-03-16,CM.COM,HUAWEI,75.00000000,75.00000000
2024-03-10,CM.COM,CHONRY,19.00000000,19.00000000
2024-03-11,CM.COM,ALIPAY,.00000000,.00000000
2024-03-07,CM.COM,HONOR,.00000000,.00000000
2024-03-06,CM.COM,TABLECHECK,22.00000000,22.00000000
2024-03-08,CM.COM,LAZADA,3.00000000,3.00000000
